Date,Score Type,Visitor/Neutral,VisitorPTS,Home/Neutral,HomePTS
2021-04-09 00:00:00,Box Score,Houston Rockets,109,Los Angeles Clippers,126
2021-04-10 00:00:00,Box Score,Toronto Raptors,135,Cleveland Cavaliers,115
2021-04-10 00:00:00,Box Score,Los Angeles Lakers,126,Brooklyn Nets,101
2021-04-10 00:00:00,Box Score,Philadelphia 76ers,117,Oklahoma City Thunder,93
2021-04-10 00:00:00,Box Score,Sacramento Kings,112,Utah Jazz,128
2021-04-10 00:00:00,Box Score,Houston Rockets,109,Golden State Warriors,125
2021-04-10 00:00:00,Box Score,Washington Wizards,106,Phoenix Suns,134
2021-04-10 00:00:00,Box Score,Detroit Pistons,103,Portland Trail Blazers,118
2021-04-11 00:00:00,Box Score,Atlanta Hawks,105,Charlotte Hornets,101
2021-04-11 00:00:00,Box Score,Boston Celtics,105,Denver Nuggets,87
2021-04-11 00:00:00,Box Score,New Orleans Pelicans,116,Cleveland Cavaliers,109
2021-04-11 00:00:00,Box Score,Milwaukee Bucks,124,Orlando Magic,87
2021-04-11 00:00:00,Box Score,San Antonio Spurs,119,Dallas Mavericks,117
2021-04-11 00:00:00,Box Score,Indiana Pacers,132,Memphis Grizzlies,125
2021-04-11 00:00:00,Box Score,Chicago Bulls,117,Minnesota Timberwolves,121
2021-04-11 00:00:00,Box Score,Toronto Raptors,96,New York Knicks,102
2021-04-11 00:00:00,Box Score,Detroit Pistons,124,Los Angeles Clippers,131
2021-04-11 00:00:00,Box Score,Miami Heat,107,Portland Trail Blazers,98
2021-04-12 00:00:00,Box Score,Philadelphia 76ers,113,Dallas Mavericks,95
2021-04-12 00:00:00,Box Score,Los Angeles Lakers,96,New York Knicks,111
2021-04-12 00:00:00,Box Score,San Antonio Spurs,120,Orlando Magic,97
2021-04-12 00:00:00,Box Score,Chicago Bulls,90,Memphis Grizzlies,101
2021-04-12 00:00:00,Box Score,Sacramento Kings,110,New Orleans Pelicans,117
2021-04-12 00:00:00,Box Score,Washington Wizards,125,Utah Jazz,121
2021-04-12 00:00:00,Box Score,Denver Nuggets,107,Golden State Warriors,116
2021-04-12 00:00:00,Box Score,Houston Rockets,120,Phoenix Suns,126
2021-04-13 00:00:00,Box Score,Brooklyn Nets,127,Minnesota Timberwolves,97
2021-04-13 00:00:00,Box Score,Los Angeles Clippers,126,Indiana Pacers,115
2021-04-13 00:00:00,Box Score,Atlanta Hawks,108,Toronto Raptors,103
2021-04-13 00:00:00,Box Score,Los Angeles Lakers,101,Charlotte Hornets,93
2021-04-13 00:00:00,Box Score,Oklahoma City Thunder,96,Utah Jazz,106
2021-04-13 00:00:00,Box Score,Miami Heat,86,Phoenix Suns,106
2021-04-13 00:00:00,Box Score,Boston Celtics,116,Portland Trail Blazers,115
2021-04-14 00:00:00,Box Score,Milwaukee Bucks,130,Minnesota Timberwolves,105
2021-04-14 00:00:00,Box Score,Cleveland Cavaliers,103,Charlotte Hornets,90
2021-04-14 00:00:00,Box Score,Brooklyn Nets,117,Philadelphia 76ers,123
2021-04-14 00:00:00,Box Score,San Antonio Spurs,112,Toronto Raptors,117
2021-04-14 00:00:00,Box Score,Orlando Magic,115,Chicago Bulls,106
2021-04-14 00:00:00,Box Score,Los Angeles Clippers,100,Detroit Pistons,98
2021-04-14 00:00:00,Box Score,New York Knicks,116,New Orleans Pelicans,106
2021-04-14 00:00:00,Box Score,Indiana Pacers,132,Houston Rockets,124
2021-04-14 00:00:00,Box Score,Golden State Warriors,147,Oklahoma City Thunder,109
2021-04-14 00:00:00,Box Score,Dallas Mavericks,114,Memphis Grizzlies,113
2021-04-14 00:00:00,Box Score,Miami Heat,106,Denver Nuggets,123
2021-04-14 00:00:00,Box Score,Washington Wizards,123,Sacramento Kings,111
2021-04-15 00:00:00,Box Score,Milwaukee Bucks,120,Atlanta Hawks,109
2021-04-15 00:00:00,Box Score,Golden State Warriors,119,Cleveland Cavaliers,101
2021-04-15 00:00:00,Box Score,Boston Celtics,121,Los Angeles Lakers,113
2021-04-15 00:00:00,Box Score,Sacramento Kings,114,Phoenix Suns,122
2021-04-16 00:00:00,Box Score,Indiana Pacers,111,Utah Jazz,119
2021-04-16 00:00:00,Box Score,Oklahoma City Thunder,104,Detroit Pistons,110
2021-04-16 00:00:00,Box Score,Los Angeles Clippers,103,Philadelphia 76ers,106
2021-04-16 00:00:00,Box Score,New Orleans Pelicans,115,Washington Wizards,117
2021-04-16 00:00:00,Box Score,Charlotte Hornets,115,Brooklyn Nets,130
2021-04-16 00:00:00,Box Score,Orlando Magic,102,Toronto Raptors,113
2021-04-16 00:00:00,Box Score,Memphis Grizzlies,126,Chicago Bulls,115
2021-04-16 00:00:00,Box Score,Denver Nuggets,128,Houston Rockets,99
2021-04-16 00:00:00,Box Score,Miami Heat,111,Minnesota Timberwolves,119
2021-04-16 00:00:00,Box Score,Portland Trail Blazers,107,San Antonio Spurs,106
2021-04-16 00:00:00,Box Score,New York Knicks,117,Dallas Mavericks,109
2021-04-17 00:00:00,Box Score,Utah Jazz,115,Los Angeles Lakers,127
2021-04-17 00:00:00,Box Score,Cleveland Cavaliers,96,Chicago Bulls,106
2021-04-17 00:00:00,Box Score,Detroit Pistons,100,Washington Wizards,121
2021-04-17 00:00:00,Box Score,Golden State Warriors,114,Boston Celtics,119
2021-04-17 00:00:00,Box Score,Memphis Grizzlies,128,Milwaukee Bucks,115
2021-04-17 00:00:00,Box Score,San Antonio Spurs,111,Phoenix Suns,85
2021-04-18 00:00:00,Box Score,Indiana Pacers,117,Atlanta Hawks,129
2021-04-18 00:00:00,Box Score,New Orleans Pelicans,112,New York Knicks,122
2021-04-18 00:00:00,Box Score,Brooklyn Nets,107,Miami Heat,109
2021-04-18 00:00:00,Box Score,Portland Trail Blazers,101,Charlotte Hornets,109
2021-04-18 00:00:00,Box Score,Houston Rockets,114,Orlando Magic,110
2021-04-18 00:00:00,Box Score,Oklahoma City Thunder,106,Toronto Raptors,112
2021-04-18 00:00:00,Box Score,Sacramento Kings,121,Dallas Mavericks,107
2021-04-18 00:00:00,Box Score,Minnesota Timberwolves,105,Los Angeles Clippers,124
2021-04-19 00:00:00,Box Score,Cleveland Cavaliers,105,Detroit Pistons,109
2021-04-19 00:00:00,Box Score,Chicago Bulls,102,Boston Celtics,96
2021-04-19 00:00:00,Box Score,Golden State Warriors,107,Philadelphia 76ers,96
2021-04-19 00:00:00,Box Score,San Antonio Spurs,109,Indiana Pacers,94
2021-04-19 00:00:00,Box Score,Houston Rockets,91,Miami Heat,113
2021-04-19 00:00:00,Box Score,Phoenix Suns,128,Milwaukee Bucks,127
2021-04-19 00:00:00,Box Score,Oklahoma City Thunder,107,Washington Wizards,119
2021-04-19 00:00:00,Box Score,Memphis Grizzlies,137,Denver Nuggets,139
2021-04-19 00:00:00,Box Score,Utah Jazz,111,Los Angeles Lakers,97
2021-04-20 00:00:00,Box Score,Orlando Magic,96,Atlanta Hawks,112
2021-04-20 00:00:00,Box Score,Brooklyn Nets,134,New Orleans Pelicans,129
2021-04-20 00:00:00,Box Score,Charlotte Hornets,97,New York Knicks,109
2021-04-20 00:00:00,Box Score,Los Angeles Clippers,113,Portland Trail Blazers,112
2021-04-20 00:00:00,Box Score,Minnesota Timberwolves,134,Sacramento Kings,120
2021-04-21 00:00:00,Box Score,Chicago Bulls,105,Cleveland Cavaliers,121
2021-04-21 00:00:00,Box Score,Oklahoma City Thunder,116,Indiana Pacers,122
2021-04-21 00:00:00,Box Score,Phoenix Suns,116,Philadelphia 76ers,113
2021-04-21 00:00:00,Box Score,Brooklyn Nets,103,Toronto Raptors,114
2021-04-21 00:00:00,Box Score,Golden State Warriors,114,Washington Wizards,118
2021-04-21 00:00:00,Box Score,Utah Jazz,112,Houston Rockets,89
2021-04-21 00:00:00,Box Score,Atlanta Hawks,127,New York Knicks,137
2021-04-21 00:00:00,Box Score,Detroit Pistons,117,Dallas Mavericks,127
2021-04-21 00:00:00,Box Score,Miami Heat,107,San Antonio Spurs,87
2021-04-21 00:00:00,Box Score,Memphis Grizzlies,105,Los Angeles Clippers,117
2021-04-21 00:00:00,Box Score,Denver Nuggets,106,Portland Trail Blazers,105
2021-04-21 00:00:00,Box Score,Minnesota Timberwolves,125,Sacramento Kings,128
2021-04-22 00:00:00,Box Score,Phoenix Suns,86,Boston Celtics,99
2021-04-22 00:00:00,Box Score,Philadelphia 76ers,117,Milwaukee Bucks,124
2021-04-22 00:00:00,Box Score,New Orleans Pelicans,135,Orlando Magic,100
2021-04-22 00:00:00,Box Score,Detroit Pistons,91,San Antonio Spurs,106
2021-04-22 00:00:00,Box Score,Charlotte Hornets,91,Chicago Bulls,108
2021-04-22 00:00:00,Box Score,Los Angeles Lakers,110,Dallas Mavericks,115
2021-04-23 00:00:00,Box Score,Miami Heat,103,Atlanta Hawks,118
2021-04-23 00:00:00,Box Score,Boston Celtics,104,Brooklyn Nets,109
2021-04-23 00:00:00,Box Score,Cleveland Cavaliers,102,Charlotte Hornets,108
2021-04-23 00:00:00,Box Score,Los Angeles Clippers,109,Houston Rockets,104
2021-04-23 00:00:00,Box Score,Washington Wizards,129,Oklahoma City Thunder,109
2021-04-23 00:00:00,Box Score,Denver Nuggets,97,Golden State Warriors,118
2021-04-23 00:00:00,Box Score,Memphis Grizzlies,130,Portland Trail Blazers,128
2021-04-24 00:00:00,Box Score,Toronto Raptors,103,New York Knicks,120
2021-04-24 00:00:00,Box Score,Philadelphia 76ers,94,Milwaukee Bucks,132
2021-04-24 00:00:00,Box Score,Detroit Pistons,109,Indiana Pacers,115
2021-04-24 00:00:00,Box Score,Chicago Bulls,101,Miami Heat,106
2021-04-24 00:00:00,Box Score,San Antonio Spurs,110,New Orleans Pelicans,108
2021-04-24 00:00:00,Box Score,Los Angeles Lakers,93,Dallas Mavericks,108
2021-04-24 00:00:00,Box Score,Minnesota Timberwolves,101,Utah Jazz,96
2021-04-24 00:00:00,Box Score,Houston Rockets,116,Denver Nuggets,129
2021-04-25 00:00:00,Box Score,Boston Celtics,104,Charlotte Hornets,125
2021-04-25 00:00:00,Box Score,Phoenix Suns,119,Brooklyn Nets,128
2021-04-25 00:00:00,Box Score,Memphis Grizzlies,120,Portland Trail Blazers,113
2021-04-25 00:00:00,Box Score,Cleveland Cavaliers,110,Washington Wizards,119
2021-04-25 00:00:00,Box Score,Milwaukee Bucks,104,Atlanta Hawks,111
2021-04-25 00:00:00,Box Score,Indiana Pacers,131,Orlando Magic,112
2021-04-25 00:00:00,Box Score,Sacramento Kings,113,Golden State Warriors,117
2021-04-26 00:00:00,Box Score,Atlanta Hawks,86,Detroit Pistons,100
2021-04-26 00:00:00,Box Score,Los Angeles Lakers,114,Orlando Magic,103
2021-04-26 00:00:00,Box Score,Oklahoma City Thunder,90,Philadelphia 76ers,121
2021-04-26 00:00:00,Box Score,San Antonio Spurs,146,Washington Wizards,143
2021-04-26 00:00:00,Box Score,Phoenix Suns,118,New York Knicks,110
2021-04-26 00:00:00,Box Score,Cleveland Cavaliers,96,Toronto Raptors,112
2021-04-26 00:00:00,Box Score,Chicago Bulls,110,Miami Heat,102
2021-04-26 00:00:00,Box Score,Utah Jazz,104,Minnesota Timberwolves,105
2021-04-26 00:00:00,Box Score,Los Angeles Clippers,103,New Orleans Pelicans,120
2021-04-26 00:00:00,Box Score,Memphis Grizzlies,96,Denver Nuggets,120
2021-04-26 00:00:00,Box Score,Dallas Mavericks,106,Sacramento Kings,113
2021-04-27 00:00:00,Box Score,Oklahoma City Thunder,119,Boston Celtics,115
2021-04-27 00:00:00,Box Score,Milwaukee Bucks,114,Charlotte Hornets,104
2021-04-27 00:00:00,Box Score,Portland Trail Blazers,133,Indiana Pacers,112
2021-04-27 00:00:00,Box Score,Brooklyn Nets,116,Toronto Raptors,103
2021-04-27 00:00:00,Box Score,Minnesota Timberwolves,114,Houston Rockets,107
2021-04-27 00:00:00,Box Score,Dallas Mavericks,133,Golden State Warriors,103
2021-04-28 00:00:00,Box Score,Orlando Magic,109,Cleveland Cavaliers,104
2021-04-28 00:00:00,Box Score,Atlanta Hawks,83,Philadelphia 76ers,127
2021-04-28 00:00:00,Box Score,Charlotte Hornets,111,Boston Celtics,120
2021-04-28 00:00:00,Box Score,Chicago Bulls,94,New York Knicks,113
2021-04-28 00:00:00,Box Score,Los Angeles Lakers,107,Washington Wizards,116
2021-04-28 00:00:00,Box Score,San Antonio Spurs,111,Miami Heat,116
2021-04-28 00:00:00,Box Score,New Orleans Pelicans,112,Denver Nuggets,114
2021-04-28 00:00:00,Box Score,Portland Trail Blazers,130,Memphis Grizzlies,109
2021-04-28 00:00:00,Box Score,Los Angeles Clippers,101,Phoenix Suns,109
2021-04-28 00:00:00,Box Score,Utah Jazz,154,Sacramento Kings,105
2021-04-29 00:00:00,Box Score,Dallas Mavericks,115,Detroit Pistons,105
2021-04-29 00:00:00,Box Score,Brooklyn Nets,130,Indiana Pacers,113
2021-04-29 00:00:00,Box Score,Milwaukee Bucks,136,Houston Rockets,143
2021-04-29 00:00:00,Box Score,Golden State Warriors,114,Minnesota Timberwolves,126
2021-04-29 00:00:00,Box Score,Toronto Raptors,111,Denver Nuggets,121
2021-04-29 00:00:00,Box Score,New Orleans Pelicans,109,Oklahoma City Thunder,95
2021-04-30 00:00:00,Box Score,Atlanta Hawks,104,Philadelphia 76ers,126
2021-04-30 00:00:00,Box Score,San Antonio Spurs,140,Boston Celtics,143
2021-04-30 00:00:00,Box Score,Washington Wizards,122,Cleveland Cavaliers,93
2021-04-30 00:00:00,Box Score,Portland Trail Blazers,128,Brooklyn Nets,109
2021-04-30 00:00:00,Box Score,Orlando Magic,75,Memphis Grizzlies,92
2021-04-30 00:00:00,Box Score,Milwaukee Bucks,108,Chicago Bulls,98
2021-04-30 00:00:00,Box Score,Utah Jazz,100,Phoenix Suns,121
2021-04-30 00:00:00,Box Score,Sacramento Kings,110,Los Angeles Lakers,106
2021-05-01 00:00:00,Box Score,Detroit Pistons,94,Charlotte Hornets,107
2021-05-01 00:00:00,Box Score,Golden State Warriors,113,Houston Rockets,87
2021-05-01 00:00:00,Box Score,Chicago Bulls,97,Atlanta Hawks,108
2021-05-01 00:00:00,Box Score,Miami Heat,124,Cleveland Cavaliers,107
2021-05-01 00:00:00,Box Score,New Orleans Pelicans,140,Minnesota Timberwolves,136
2021-05-01 00:00:00,Box Score,Indiana Pacers,152,Oklahoma City Thunder,95
2021-05-01 00:00:00,Box Score,Memphis Grizzlies,111,Orlando Magic,112
2021-05-01 00:00:00,Box Score,Washington Wizards,124,Dallas Mavericks,125
2021-05-01 00:00:00,Box Score,Denver Nuggets,110,Los Angeles Clippers,104
2021-05-01 00:00:00,Box Score,Toronto Raptors,102,Utah Jazz,106
2021-05-02 00:00:00,Box Score,Brooklyn Nets,114,Milwaukee Bucks,117
2021-05-02 00:00:00,Box Score,Portland Trail Blazers,129,Boston Celtics,119
2021-05-02 00:00:00,Box Score,Miami Heat,121,Charlotte Hornets,111
2021-05-02 00:00:00,Box Score,Sacramento Kings,111,Dallas Mavericks,99
2021-05-02 00:00:00,Box Score,New York Knicks,122,Houston Rockets,97
2021-05-02 00:00:00,Box Score,Phoenix Suns,123,Oklahoma City Thunder,120
2021-05-02 00:00:00,Box Score,Philadelphia 76ers,113,San Antonio Spurs,111
2021-05-02 00:00:00,Box Score,Toronto Raptors,121,Los Angeles Lakers,114
2021-05-03 00:00:00,Box Score,Orlando Magic,119,Detroit Pistons,112
2021-05-03 00:00:00,Box Score,Indiana Pacers,141,Washington Wizards,154
2021-05-03 00:00:00,Box Score,Golden State Warriors,123,New Orleans Pelicans,108
2021-05-03 00:00:00,Box Score,Portland Trail Blazers,114,Atlanta Hawks,123
2021-05-03 00:00:00,Box Score,Philadelphia 76ers,106,Chicago Bulls,94
2021-05-03 00:00:00,Box Score,New York Knicks,118,Memphis Grizzlies,104
2021-05-03 00:00:00,Box Score,Denver Nuggets,89,Los Angeles Lakers,93
2021-05-03 00:00:00,Box Score,San Antonio Spurs,99,Utah Jazz,110
2021-05-04 00:00:00,Box Score,Phoenix Suns,134,Cleveland Cavaliers,118
2021-05-04 00:00:00,Box Score,Charlotte Hornets,102,Detroit Pistons,99
2021-05-04 00:00:00,Box Score,Brooklyn Nets,118,Milwaukee Bucks,124
2021-05-04 00:00:00,Box Score,Dallas Mavericks,127,Miami Heat,113
2021-05-04 00:00:00,Box Score,Golden State Warriors,103,New Orleans Pelicans,108
2021-05-04 00:00:00,Box Score,Sacramento Kings,103,Oklahoma City Thunder,99
2021-05-04 00:00:00,Box Score,Toronto Raptors,100,Los Angeles Clippers,105
2021-05-05 00:00:00,Box Score,Boston Celtics,132,Orlando Magic,96
2021-05-05 00:00:00,Box Score,Portland Trail Blazers,141,Cleveland Cavaliers,105
2021-05-05 00:00:00,Box Score,Phoenix Suns,103,Atlanta Hawks,135
2021-05-05 00:00:00,Box Score,Philadelphia 76ers,135,Houston Rockets,115
2021-05-05 00:00:00,Box Score,Sacramento Kings,104,Indiana Pacers,93
2021-05-05 00:00:00,Box Score,Washington Wizards,134,Milwaukee Bucks,135
2021-05-05 00:00:00,Box Score,Memphis Grizzlies,139,Minnesota Timberwolves,135
2021-05-05 00:00:00,Box Score,New York Knicks,97,Denver Nuggets,113
2021-05-05 00:00:00,Box Score,San Antonio Spurs,94,Utah Jazz,126
2021-05-06 00:00:00,Box Score,Chicago Bulls,120,Charlotte Hornets,99
2021-05-06 00:00:00,Box Score,Brooklyn Nets,109,Dallas Mavericks,113
2021-05-06 00:00:00,Box Score,Washington Wizards,131,Toronto Raptors,129
2021-05-06 00:00:00,Box Score,Memphis Grizzlies,97,Detroit Pistons,111
2021-05-06 00:00:00,Box Score,Atlanta Hawks,126,Indiana Pacers,133
2021-05-06 00:00:00,Box Score,Oklahoma City Thunder,97,Golden State Warriors,118
2021-05-06 00:00:00,Box Score,Los Angeles Lakers,94,Los Angeles Clippers,118
2021-05-07 00:00:00,Box Score,New Orleans Pelicans,107,Philadelphia 76ers,109
2021-05-07 00:00:00,Box Score,Boston Celtics,99,Chicago Bulls,121
2021-05-07 00:00:00,Box Score,Orlando Magic,112,Charlotte Hornets,122
2021-05-07 00:00:00,Box Score,Minnesota Timberwolves,112,Miami Heat,121
2021-05-07 00:00:00,Box Score,Houston Rockets,133,Milwaukee Bucks,141
2021-05-07 00:00:00,Box Score,Cleveland Cavaliers,90,Dallas Mavericks,110
2021-05-07 00:00:00,Box Score,Denver Nuggets,120,Utah Jazz,127
2021-05-07 00:00:00,Box Score,New York Knicks,105,Phoenix Suns,128
2021-05-07 00:00:00,Box Score,Los Angeles Lakers,101,Portland Trail Blazers,106
2021-05-07 00:00:00,Box Score,San Antonio Spurs,113,Sacramento Kings,104
2021-05-08 00:00:00,Box Score,Washington Wizards,133,Indiana Pacers,132
2021-05-08 00:00:00,Box Score,Detroit Pistons,104,Philadelphia 76ers,118
2021-05-08 00:00:00,Box Score,Memphis Grizzlies,109,Toronto Raptors,99
2021-05-08 00:00:00,Box Score,Brooklyn Nets,125,Denver Nuggets,119
2021-05-08 00:00:00,Box Score,Oklahoma City Thunder,97,Golden State Warriors,136
2021-05-08 00:00:00,Box Score,San Antonio Spurs,102,Portland Trail Blazers,124
2021-05-08 00:00:00,Box Score,Houston Rockets,116,Utah Jazz,124
2021-05-09 00:00:00,Box Score,Miami Heat,130,Boston Celtics,124
2021-05-09 00:00:00,Box Score,New York Knicks,106,Los Angeles Clippers,100
2021-05-09 00:00:00,Box Score,New Orleans Pelicans,112,Charlotte Hornets,110
2021-05-09 00:00:00,Box Score,Dallas Mavericks,124,Cleveland Cavaliers,97
2021-05-09 00:00:00,Box Score,Minnesota Timberwolves,128,Orlando Magic,96
2021-05-09 00:00:00,Box Score,Chicago Bulls,108,Detroit Pistons,96
2021-05-09 00:00:00,Box Score,Phoenix Suns,110,Los Angeles Lakers,123
2021-05-09 00:00:00,Box Score,Oklahoma City Thunder,98,Sacramento Kings,126
2021-05-10 00:00:00,Box Score,Washington Wizards,124,Atlanta Hawks,125
2021-05-10 00:00:00,Box Score,Indiana Pacers,111,Cleveland Cavaliers,102
2021-05-10 00:00:00,Box Score,New Orleans Pelicans,110,Memphis Grizzlies,115
2021-05-10 00:00:00,Box Score,Milwaukee Bucks,125,San Antonio Spurs,146
2021-05-10 00:00:00,Box Score,Utah Jazz,116,Golden State Warriors,119
2021-05-10 00:00:00,Box Score,Houston Rockets,129,Portland Trail Blazers,140
2021-05-11 00:00:00,Box Score,Denver Nuggets,117,Charlotte Hornets,112
2021-05-11 00:00:00,Box Score,Minnesota Timberwolves,119,Detroit Pistons,100
2021-05-11 00:00:00,Box Score,Miami Heat,129,Boston Celtics,121
2021-05-11 00:00:00,Box Score,Los Angeles Clippers,115,Toronto Raptors,96
2021-05-11 00:00:00,Box Score,Brooklyn Nets,115,Chicago Bulls,107
2021-05-11 00:00:00,Box Score,Philadelphia 76ers,94,Indiana Pacers,103
2021-05-11 00:00:00,Box Score,Dallas Mavericks,104,Memphis Grizzlies,133
2021-05-11 00:00:00,Box Score,Orlando Magic,102,Milwaukee Bucks,114
2021-05-11 00:00:00,Box Score,Phoenix Suns,116,Golden State Warriors,122
2021-05-11 00:00:00,Box Score,New York Knicks,99,Los Angeles Lakers,101
2021-05-11 00:00:00,Box Score,Oklahoma City Thunder,106,Sacramento Kings,122
